productID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143
14309,aqua,aloe barbadensis leaf extract,glycerin,shea buter ethyl esters,sodium pca,prunus amygdalus dulcis oil,sodium polyacrylate starch,ammonium acryloyldimethytaunh ip copolymer,phenoxyethanol,saccharide isomerate,allat tocopheryl acetate,benzoic acid,citric acid,dehydroacetc acid,sodium citrate www,mderma,dk made in denmark produceret af: dermapharm a/s europavej 10,dk-8990 fårup  45 86 47 77 44,www,dermapharm 200 ml 2m 93655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14311,aqua,cetearyl alcohol,cocos nucifera oil,prunus amygdalus dulcis oil,behentrimonium methosulfate,glycerin,behenyl/ stearyl aminopropanediol esters,phenoxyethanol,caprylyl glycol,tetrasodium iminodisuccinate,citric acid,hirpleieserie ar repair gir kgier og meholder tere gangerl hele håret og kent vand,heir cere line pure heir repair for ment to the hair tomueton is without anond ol and 200 mlet ipar as needed 12m naxmum results,to olean darmp www,janthomasstudio,no hosc nordic aps blokken 81 dk 3460 www,hosc,eu h water,ref,941726 5 710404 974269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14320,calcium carbonate,aqua,glycerin,aloe barbadensis leaf extract,xanthan gum,citrus reticulata peel oil (aroma),commiphora myrrha oil,limonene,linalool.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14323,aqua,aloe barbadensis leaf extract,triethyl citrate,prunus amygdalus dulcis oil,polyglyceryl-3 dicitrate/stearate,glycerin,butyrospermum parkii butter zea mays starch,zinc ricinoleate,glyceryl caprylate,simmondsia chinensis seed oil,glycyrrhiza glabra root extract,adansonia digitata fruit extract,sodium hyaluronate,hexapeptide 11,parfum,magnolia officinalis bark extract,xanthan gum,tocopherol,beta-sitosterol,squalene,limonene linalool.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14327,calcium carbonate,aqua,glycerin**,aloe barbadensis leaf extract*,xanthan gum,citrus reticulata peel oil* (aroma*),commiphora myrrha oil,magnolia officinalis bark extract,limonene,linalool. * ingredient from organic farming,**made using organic ingredients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14328,aqua,aloe barbadensis leaf extract*,prunus amygdalus dulcis oil,butyrospermum parkii butter&quot,,polyglyceryl-3 dicitrate/ stearate,glycerin**,cetyl alcohol,glyceryl stearate se,zea mays starch*,glyceryl caprylate,lysolecithin,zinc ricinoleate,cocos nucifera oil*,xanthan gum,citrus aurantium dulcis peel oil*,parfum,sodium hyaluronate,hexapeptide-11,magnolia officinalis bark extract,tocopherol,betasitosterol,squalene,limonene. (* = ingredient from organic farming,** = made using organic ingredients).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14329,calcium carbonate,aqua,glycerin,xylitol,aloe barbadensis leaf extract,hydrated silica,xanthan gum mentha piperita oil,mentha arvensis leaf oil,menthol,mentha viridis leaf oil,sodium flouride,commiphora myrrha oil,magnolia officinalis bark extract,limonene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14331,aqua,glycerin,potassium alum,aloe barbadensis extract,xanthan gum,citrus aurantium dulcis o aroma&quot,),geraniol,linalocl,limonene. (* = ingredients from organic farming,** = made using organic ingredients).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14332,butyrospermum parkii butter*. (* = ingredient from organic farming).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14335,aqua,aloe barbadensis leaf extract*,glycerin**,cetearyl alcohol,coco-ca - prylate,lecithin,glyceryl caprylate,olus oil,sodium cetearyl sulfate,cetyl alcohol,glyceryl stearate se,citrus aurantium dulcis peel oil*,cymbopogon schoen - anthus oil*,parfum,magnolia offici - nalis bark extract,tocopherol,beta - sitosterol,squalene,limonene. (* organic farming %3d ** nt from,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14339,ingredients: aqua,paraffinum,liquidum,cera,microcristallina,glycerin,lanolin alcohol (eucerit®),paraffin,panthenol,magnesium sulfate,decyl oleate,octyldodecanol,aluminum stearates,citric acid,magnesium stearate,limonene,geraniol,hydroxycitronellal,linalool,citronellol,benzyl benzoate,cinnamyl alcohol,parfum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14341,100% coton,pp/ldpe.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14342,pp/ldpe,coton.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14345,creme colorante : aqua,cetearyl alcohol,glyceryl stearate,propylene glycol,ceteareth-20,ammonium hydroxide,cocamide dea,stearoxy dimethicone,ammonium chloride,prunus amygdalus dulcis oil,tocopheryl acetate,cocamidopropyl betaine,sodium sulfite,disodium edta,parfum,[+/-] p-phenylenediamine,p-aminofenol,m-aminophenol,resorcinol,2-methylresorcinol,4-amino-2-hydroxytoluene,4-chlororesorcinol,2-amino-4-hydroxyethylaminoanisole sulfate,2,6-dihydroxyethylaminotoluene,4,5-diamino-1-(2-hydroxyethyl) pyrazole sulfate,n,n-bis(2-hydroxyethyl)-p-phenylenediamine sulfate,toluene-2,5-diamine sulfate,phenyl methyl pyrazolone lait oxydant : aqua,hydrogen peroxide,cetearyl alcohol,glyceryl stearate,ceteareth-20,disodium edta,sodium stannate,phosphoric acid masque capillaire multivitamine : aqua,methoxy peg/ppg-7/3 aminopropyl dimethicone,cetearyl alcohol,palmitamidopropyltrimonium chloride,tocopheryl acetate,niacinamide,d-panthenol,parfum,phenoxyethanol,methylparaben,ethylparaben,propylparaben,isobutylparaben,butylparaben,methylchloroisothiazolinone,methylisothiazolinone,citric acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14346,aqua,cetearyl alcohol,vitis vinifera (grape) seed oil,behentrimonium chloride,glycerin,hydrolyzed keratin,hydrolyzed silk,maris sal,silica,aloe barbadensis leaf juice powder,panthenol,phenoxyethanol,benzoic acid,dehydroacetic acid,parfum,hexyl cinnamal,butylphenyl methylpropional,limonene.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14348,aqua,octocrylene,isodecyl neopentanoate,dlisopropyl sebacate,lauryl lactate c12-15,alkyl benzoate,butyl methoxydibenzoylmethane,ceteareth-20,ethylhexyl triazone,bis-etyheryloxyphenol methoxyphenyl triazine,polymethyl methacrylate,tris-byphenyl triazone (nano),glycerin,cetearyl alcohol,polyester-5,1,2-hexanediol,aminomethyl propan dae. avena sativa kernel extract,helianthus annuus seed oil,peg-60 hydop nerinus officinalis leaf extract,sodium benzoate,potassium sorbate,t d,bis-ethylhexyl hydroxydimethoxy benzylmalonate,polyglycery3 sde,butylene glycol,disodium phosphate,xanthan gum,acrylalesc er,carbomer,ethylhexylglycerin,hydroxyacetophenone,phe wde,diodium edta,octadecyl di-t-butyl-4-hydroxyhydrocinnamale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14351,anionic surfactants 5-15%,sodium chloride &lt,5%,colorants,flagrance,preservative,methylchloroisothiazolinone,limonene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14352,aqua,sodium laureth sulfate,sodium chloride,cocamide dea,glycerin,parfum,cocamidopropyl betaine,lauramide mea,stearamide mea,panthenol,citric acid,dmdm hydantoin,methylchloroisothiazolinone,methylisothiazolinone,ci 42080,ci 45100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14353,aqua,sodium laureth sulfate,sodium chloride,cocamidopropyl betaine,cocamide dea,glycerin,lauramide mea,stearamide mea,parfum,citric acid,dmdm hydantoin,methylchloroisothiazolinone,methylisothiazolinone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14358,eitte cuidado faciar con ingredientes naturales: extracto de manzana neutraliza el efecto de los radicales libres que producen el envejecimiento prematuro de la piel. garantiza el funcionamiento adecuado y la renovación natural y protege el adn de las células cutáneas. reafirma y alisa la piel,dándole un aspecto joven y fresco. extracto de piña de ciprés - obtenido del árbol perenne cupressus sempervirens,elemento característico del paisaje de la toscana ayuda a suavizar la piel y aporta elasticidad. complejo vitamínico (e,f,b5) neutraliza los radicales libres y ralentiza el proceso de envejecimiento de la piel. hidrata en profundidad la piel,estimula la renovación celular. ayuda a restaurar a initación y restablece la suavidad de la piel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14359,aqua,decyl oleate,ethylhexyl stearate,caprylic/capric triglyceride,glycerin,cetyl peg/ppg-10/1 dimethicone,polyglyceryl-4 isostearate,hydrogenated castor oil,rosa moschata seed oil,tocopheryl acetate,tocopherol,lindera strychnifolia root extract,retinyl palmitate,ethyl linoleate,ethyl linolenate,ethyl oleate,ethylhexylglycerin,ascorbyl palmitate,ascorbic acid,propylene glycol,cera microcristallina,paraffin,disodium phosphate,potassium phosphate,octyldodecanol,sodium chloride,lecithin,peg-8,arachidyl propionate,methylparaben,propylparaben,dmdm hydantoin,ethylparaben,phenoxyethanol,iodopropynyl butylcarbamate,parfum,linalool,limonene,butylphenyl methylpropional,coumarin,geraniol,citronellol,hydroxycitronellal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14372,crème colorante : water (aqua),cetearyl alcohol,peg-20 cetearyl alcohol,oleic acid,propylene glycol,ammonium hydroxide,ethanolamine,oleth-5 phosphate,dioleyl phosphate,cetyl alcohol,stearyl alcohol,ceteareth-20,sodium metabisulfite,argania spinosa kemel oil,sodium sulfate,disodium edta,parfum (fragrance),1-naphtol,5-amino-6-chloro-o-cresol,4,5-diamino-1-(2-hydroxyethyl)-pyrazole sulfate,4-amino-2-hydroxytoluene,p-aminophenol,p-phenylenediamine,activateur : aqua,hydrogen peroxide,cetyl alcohol,stearyl alcohol,ceteareth-20,glycerin,paraffinum liquidum,cetearyl alcohol,1-hydroxyethylidene-1,1-diphosphonic acid,sodium stannate,disodium edta,baume revitalisant : aqua (water),cetearyl alcohol,distearoylethyl diminium chloride,argania spinosa kemel oil,hydrolysed methoxy peg/ ppg-7 / 3 aminopropyl dimethicone,ceteareth-20,phenoxyethanol,methylparaben,propylparaben,ethylparaben,butylparaben,parfum (fragrance),disodium edta,alpha-isomethyl ionone,benzyl salicylate,butylphenyl methylpropional,citronellol,geraniol,hexyl cinnamal,linalool,contient des phénylènediamines (des toluènediamines),du résorcinol et du peroxyde d'hydrogène.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14377,elfa pharm sp.z o.o.,chociw 99,98-170 iwa made in poland/made in eu ingredients: mentha piperita leafeluro e glycol,pp6-3 caprylyl e lucoso dumamyreth sulfate cocamidopropyl bdne auryl glucoside sodum ose carboxylate*,g laryl lactearicinoleate,peg-35 castor oil,propylene glycol. lauryl 21.08.2021 60268 lactate glycerin,sodium chloride,disodium edta,c acid. parfum sodium 2oate,potassium sorbate sorbic acid,but ylphenyl methylpropional,citral,limonene. * skbadniki pochodzenia naturalnego natural origin ingredients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14378,nigella sativa seed oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14385,acide oméga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14387,tube de crème colorante : aqua,sodium laureth sulfate,ammonium hydroxide,hydroxyethylcellulose,polyquaternium-22,lauryl alcohol,peg-75 lanolin,alcohol,isopropyl alcohol,sodium metabisulfite,4-amino-2-hydroxytoluene,pentasodium pentetate,glycerin,ascorbic acid,bht,parfum,p-phenylenediamine,p-aminophenol,2-amino-4-hydroxyethyloaminoanisole sulfate,2-methyl-5-hydroxyethyl aminophenol. emulsion oxydante : aqua,hydrogen peroxide,ceteareth-7,pentasodium pentetate,etidronic acid,sodium stannate trihydrate. baume nourissant : aqua,cetyl alcohol,cetearyl alcohol,peg-20 stearate,stearalkonium chloride,amodimethicone,trideceth-12,cetrimonium chloride,citric acid,panthenol,hydrolyzed silk,methylchloroisothiazolinone,methylisothiazolinone,parfum,hexyl cinnamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14394,nacomi black clay skbadniki (inci)/ingredients/ingredienti/ingredientes: 100% bentonite (carbon black) kraj pochodzenia: ukraina / country of origin: ukraine / provenienza: ucraina/ pals de origen: ucrania data wa|no[ci i numer partii na opakowaniu/ expiry date and batch number are indicated on the packaging/ data di scadenza e il numero di lotto indicato sulla confezione. fecha de vencimiento y numero de lote en el empaque/ producent/producer/producido por f.p.u.h. kamil kamil gawlidski import-eksport sp. z o.0o. ci cina,ul. mickiewicza 43 34-350 w gierska gorka poland www.nacomi.eu www.nacomi.pl 11.2023 6 z006 - - 180220m 90g 5 l902539l1703221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14396,aqua,triethylhexanoin,glycerin,caprylic/capric triglyceride,ppg-3 benzyl ether myristate,dimethicone,sodium acrylates copolymer,trehalose,hydrolyzed jojoba esters,sepiolite extract,undaria pinnatifida extract,lecithin,glycereth-18,glycereth-18 ethyl hexanoate,phenoxyethanol,ethylhexylglycerin,caprylyl glycol,parfum,benzyl salicylate,linalool,limonene,tetrasodium edta.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14399,aqua,glycerin,lactic acid,chlorhexidine digluconate,peg-10 sorbitan,aloe barbadensis leaf extract,parfum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14400,rosa damascena flower water,cocos nucifera water,citrus medica limonum peel water,potassium alum,benzyl alcohol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14403,aqua,sodium myreth sulfate,cocamidopropyl betaine,cocamide dea,lauryl glucoside,sodium chloride,peg-12 dimethicone,panthenol,polyquaternium-10,arctium lappa root extract,parfum,propylene glycol,citric acid,sodium benzoate,benzyl alcohol,methylchloroisothiazolinone,methylisothiazolinone,hexyl cinnamal,linalool.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14408,ingredients: aqua . hydrated silica . sorbitol . propylene glycol glycerin tetrapotassium pyrophosphate xanthan gum sodium c14-16 olefin sulfonate urea aroma sodium fluoride allantoin zinc chloride sodium saccharin calcium glycerophosphate limonene ci 74160 . ci 77891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14410,манка пшеничная глазурь сироп (глюкозно-фруктовый) сахар приправы масло рапсовое краситель,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14435,aqua,hydrated silica,sorbitol,glycerin,sodium lauryl sulfate,xanthan gum,aroma,titanium dioxide,peg-6,sodium fluoride,sodium saccharin,carrageenan,limonene,cl 73360,ci 74260,ci 74160.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14461,aqua,sodium laureth sulfate,sodium chloride,cocamidopropyl betaine,cocamide dea,parfum,glycerin,styrene/acrylates copolimer,methylchloroisothiazolinone,methylisothiazolinone,argania spinosa kernel extract,citric acid,ci 16255,ci 19140,ci 10020.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14468,aqua,hydrated silica,sorbitol,glycerin,sodium lauryl sulfate,aroma,carrageenan,tetrasodium pyrophosphate,sodium saccharin,sodium fluoride,sodium hydroxide,limonene,ci 77891.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14472,for external use only/só para o uso externo,store in a cool,dry place/guardar em lugar seco e fresco,explore the world of lux at www,lux,com 175 g 6 001087 361316 ngredients: sodium stearate,sodium oleate,sodium palmitate,sodium unoleate,sodium laurate,sodium myristate,aqua,glycerin,parfum,palm fatty acid,sericin kosa gallica flower extract,jasminum officinale flower extract,prunus amygdalus dulcis oil,nelumbium speciosum flower oil,mentha arvensis leaf oil,cymbopogon martini oil,peg-40 hydrogenated castor oil,tetrasodium edta,etidronic acid,sodium sulphate,sodium chloride,titanium dioxide,disodium distyrylbiphenyl dsulfonate,amyl cinnamal,benzyl salicyate,butylphenyl methylpropional,citronellol,hexyl cinnamal,limonene,phenoxyethanol,potassium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14473,walue sad e ye leading competitors manufactured byproduzido por: unilever south africa,pt) ltd,15 nollsworth crescent,la lucia,4051,south africa,consumer careline: 0860-572-861,consumer,affairs-za@unilever,com produzido para unilever mocambique lda,avenida 24 de julho,edifício 24,n° 1097,4° andar,maputo,mocambicue linha de apoio ao ciente  258 840 946 000 for external use only/so para o uso externo,store in a cool dry place/guardar em lugar seco e fresco,explore the world of 1x at www,lux,com other unilever 175 g 6 001087 361 2 umrve,uium litullaigjuviomaukaie,dutum 7 kisiaie,auua,glycekin,pakfum,faitya rosa gallica flower extract,jasminum officinale flower extract,prunus amygdalus dulcis oil nelumbium speciosum flower oil ment ss leaf oil cymbopogon martini oil,peg-40 hydrogenated castor oil,tetrasodium edta,etidronic acid,sodium sulphate,sodium chlori amurdionde,benzylalcohol citral coumarin,eugenol geraniol,hexyl cinnamal,unalool phenoxyethanol,potassium sorbate,ci 74260 a116 gredientes: estearato de sodio,oleato de sodio,palmitato de sódo,unoleato de sodio,laurato de sódio,miristato de 3ódio,aqua,gucerin on acdo gordo de palma,sericin,extrato de flor rosa galluca (rosa-rubra),extrato de flor jasminum officinale (jasmim),oleo de prun mgaus dugs (amendoas docs),oleo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14474,amount to wet hair,scalp and roots,rinse thoroughly,nily massage the avoid contact with eyes,can cause eye irritation,in case of contact witheyes,rinse thoroughly withhwater,for more salon secrets from our stylists,visit tresemme,com ngredients: aqua (water),cetearyl alcohol,stearamidopropyl dimethylamine,parfum fragrance),dimethicone,lactic acid,sodium chloride,disodium edta,amodimethicone,magnesium nitrate,cocos nucifera (coconut) oil,cocos nucifera (coconut) fruit extract,aloe barbadensis leaf juice powder,propylene glycol,phenoxyethanol,cetrimonium chloride,peg-7 propylheptyl ether,glycerin,cyclotetrasiloxane,peg-150 distearate,methylchloroisothiazolinone magnesium chloride,pentylene glycol,nonfat dry milk,methylisothiazolinone,decylene glycol acetic acid,potassium sorbate,1,2-hexanediol,coumarin,hexyl cinnamal,store in a cool place questions/comments: 0860 572861 consumer affairs-za@unilevercom 67458339 jash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14478,paraffinum liquidum,triisononanoin,cetearyl ethylhexanoate,isopropyl myristate,retinyl palmitate,helianthus annuus seed oil,tocopheryl acetate,anthemis nobilis flower oil,lavandula angustifolia oil,rosmarinus officinalis leaf oil,calendula officinalis extract,glycine soja oil,bht,bisabolol,parfum,alpha-isomethyl ionone,amyl cinnamal,benzyl salicylate,citronellol,coumarin,eugenol,farnesol,geraniol,hydroxycitronellal,hydroxyisohexyl 3-cyclohexene carboxaldehyde,limonene,linalool,ci 26100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14481,paraffinum liquidum,triisononanoin,cetearyl ethylhexanoate,isopropyl myristate,retinyl palmitate,helianthus annuus seed oil,tocopheryl acetate,anthemis nobilis flower oil,lavandula angustifolia oil,rosmarinus officinalis leaf oil,calendula officinalis extract,glycine soja oil,bht,bisabolol,parfum,alpha-isomethyl ionone,amyl cinnamal,benzyl salicylate,citronellol,coumarin,eugenol,farnesol,geraniol,hydroxycitronellal,hydroxyisohexyl 3-cyclohexene carboxaldehyde,limonene,linalool,ci 26100.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
